execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
0.00581,480,14,14,1,1,1,1,0,0,16,14,14,
0.007577,16,14,14,5,5,1,1,2,2,48,14,14,
0.003257,480,14,14,1,1,1,1,0,0,96,14,14,
0.005301,96,14,14,3,3,1,1,1,1,204,14,14,
0.006164,480,14,14,1,1,1,1,0,0,192,14,14,
0.007641,508,4,4,1,1,1,1,0,0,128,4,4,
0.024485,3,224,224,7,7,2,2,2,2,64,112,112,
0.007067,64,56,56,1,1,1,1,0,0,64,56,56,
0.029285,64,56,56,3,3,1,1,1,1,192,56,56,
0.008928,192,28,28,1,1,1,1,0,0,16,28,28,
0.004153,16,28,28,5,5,1,1,2,2,32,28,28,
0.005022,192,28,28,1,1,1,1,0,0,96,28,28,
0.010635,96,28,28,3,3,1,1,1,1,128,28,28,
0.008317,192,28,28,1,1,1,1,0,0,64,28,28,
0.009225,192,28,28,1,1,1,1,0,0,32,28,28,
0.004761,256,28,28,1,1,1,1,0,0,64,28,28,
0.010758,256,28,28,1,1,1,1,0,0,32,28,28,
0.006479,32,28,28,5,5,1,1,2,2,96,28,28,
0.008189,256,28,28,1,1,1,1,0,0,128,28,28,
0.01832,128,28,28,3,3,1,1,1,1,192,28,28,
0.008518,256,28,28,1,1,1,1,0,0,128,28,28,
0.004636,480,14,14,1,1,1,1,0,0,64,14,14,
0.00407,480,14,14,1,1,1,1,0,0,16,14,14,
0.00585,16,14,14,5,5,1,1,2,2,48,14,14,
0.004047,480,14,14,1,1,1,1,0,0,96,14,14,
0.009673,96,14,14,3,3,1,1,1,1,204,14,14,
0.006908,480,14,14,1,1,1,1,0,0,192,14,14,
0.008178,508,4,4,1,1,1,1,0,0,128,4,4,
0.029908,3,224,224,7,7,2,2,2,2,64,112,112,
0.005902,64,56,56,1,1,1,1,0,0,64,56,56,
0.031604,64,56,56,3,3,1,1,1,1,192,56,56,
0.00432,192,28,28,1,1,1,1,0,0,16,28,28,
0.006963,16,28,28,5,5,1,1,2,2,32,28,28,
0.005427,192,28,28,1,1,1,1,0,0,96,28,28,
