Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
129481,48,129482,1586000,129483,3522512,154343.516908213,129702,39,
129581,84,129582,1586000,129584,3529116,160947.516908213,129799,35,
129682,63,129683,1586000,129684,3529612,161443.516908213,129901,36,
129782,57,129782,1586000,129784,3528776,160607.516908213,130008,22,
129883,60,129884,1586000,129885,3527868,159699.516908213,130108,35,
129983,35,129983,1586000,129984,3528020,159851.516908213,130208,42,
130084,75,130085,1482000,130086,3526344,158175.516908213,130304,36,
130185,66,130186,1586000,130188,3505244,137075.516908213,130404,29,
130285,66,130286,1586000,130287,3502760,134591.516908213,130521,35,
130386,47,130387,1586000,130388,3504496,136327.516908213,130592,40,
130487,50,130487,1586000,130489,3508672,140503.516908213,130706,28,
130586,71,130586,1586000,130587,3513740,145571.516908213,130806,40,
130687,49,130688,1586000,130689,3515360,147191.516908213,130910,38,
130789,71,130789,1482000,130791,3514484,146315.516908213,131017,43,
130889,63,130890,1586000,130892,3516180,148011.516908213,131112,56,
130992,68,130993,1586000,130995,3514604,146435.516908213,131209,35,
131091,89,131092,1586000,131093,3512880,144711.516908213,131310,45,
131192,61,131193,1586000,131194,3513352,145183.516908213,131411,37,
131293,75,131293,1586000,131294,3511124,142955.516908213,131516,29,
131394,60,131394,1586000,131396,3511956,143787.516908213,131614,33,
131494,49,131495,1482000,131496,3503912,135743.516908213,131717,37,
131595,61,131595,1586000,131597,3510692,142523.516908213,131818,34,
131695,61,131696,1586000,131697,3512552,144383.516908213,131914,26,
131796,59,131797,1586000,131798,3511716,143547.516908213,132019,20,
131896,50,131897,1378000,131898,3512880,144711.516908213,132129,30,
131997,31,131997,1378000,131998,3515320,147151.516908213,132214,42,
132098,67,132098,1378000,132104,3515576,147407.516908213,132318,29,
132198,72,132198,1586000,132199,3506132,137963.516908213,132415,31,
132299,55,132299,1586000,132301,3505348,137179.516908213,132517,22,
132398,59,132399,1586000,132401,3506488,138319.516908213,132621,44,
132499,29,132500,1586000,132501,3508128,139959.516908213,132730,53,
132601,72,132601,1586000,132603,3512964,144795.516908213,132819,46,
132702,86,132702,1586000,132704,3511288,143119.516908213,132920,43,
132802,75,132802,1586000,132803,3512380,144211.516908213,133023,30,
132902,70,132903,1586000,132904,3503020,134851.516908213,133124,45,
133002,46,133003,1586000,133004,3503372,135203.516908213,133222,46,
133103,71,133104,1586000,133106,3513688,145519.516908213,133324,36,
133203,76,133204,1586000,133205,3513492,145323.516908213,133420,39,
133304,61,133304,1586000,133306,3511868,143699.516908213,133521,20,
133404,64,133404,1586000,133406,3513108,144939.516908213,133622,29,
133504,33,133505,1586000,133506,3515476,147307.516908213,133725,40,
133605,53,133606,1586000,133607,3515692,147523.516908213,133823,38,
133706,66,133706,1586000,133708,3516188,148019.516908213,133925,38,
133806,65,133806,1586000,133808,3511708,143539.516908213,134024,24,
133906,65,133908,1586000,133909,3512752,144583.516908213,134124,45,
134006,37,134007,1586000,134008,3513496,145327.516908213,134225,32,
134107,73,134107,1586000,134109,3512116,143947.516908213,134331,43,
134207,55,134208,1586000,134209,3506536,138367.516908213,134426,44,
134308,69,134309,1586000,134314,3503196,135027.516908213,134539,34,
134408,71,134409,1586000,134411,3505668,137499.516908213,134638,47,
134510,52,134511,1586000,134514,3509376,141207.516908213,134732,41,
134609,77,134611,1586000,134612,3515816,147647.516908213,134840,62,
134709,69,134710,1586000,134712,3516808,148639.516908213,134915,40,
134812,87,134812,1586000,134813,3518204,150035.516908213,135032,35,
134910,0,134910,1586000,134911,3518124,149955.516908213,135130,29,
135011,56,135011,1586000,135014,3518620,150451.516908213,135232,48,
135111,51,135112,1586000,135114,3519436,151267.516908213,135338,28,
135211,87,135212,1482000,135213,3519344,151175.516908213,135445,36,
135313,0,135313,858000,135315,3519192,151023.516908213,135541,46,
135413,87,135413,1170000,135416,3520116,151947.516908213,135631,20,
135516,68,135517,1586000,135519,3516880,148711.516908213,135731,35,
135613,0,135614,1586000,135615,3519984,151815.516908213,135833,32,
135714,50,135714,1586000,135716,3518704,150535.516908213,135937,39,
135814,52,135815,1586000,135816,3518880,150711.516908213,136039,31,
135915,67,135916,1586000,135918,3520028,151859.516908213,136144,35,
136015,47,136016,1586000,136017,3518668,150499.516908213,136224,52,
136117,58,136119,1586000,136124,3515332,147163.516908213,136348,36,
136217,82,136218,1586000,136218,3513276,145107.516908213,136441,44,
136319,60,136319,1586000,136322,3509788,141619.516908213,136540,38,
136419,70,136420,1586000,136422,3508856,140687.516908213,136642,40,
136519,60,136520,1586000,136522,3510820,142651.516908213,136744,53,
136620,59,136621,1586000,136622,3515424,147255.516908213,136844,34,
136721,87,136721,1586000,136722,3516664,148495.516908213,136945,35,
136823,59,136824,1586000,136826,3517148,148979.516908213,137045,27,
136923,64,136924,1586000,136925,3517348,149179.516908213,137147,33,
137024,42,137024,1586000,137027,3518460,150291.516908213,137247,42,
137127,54,137129,1586000,137130,3516784,148615.516908213,137353,31,
137225,76,137226,1586000,137227,3516636,148467.516908213,137448,44,
137325,54,137326,1586000,137327,3516764,148595.516908213,137542,31,
137426,70,137429,1586000,137431,3516912,148743.516908213,137665,40,
137526,51,137527,1586000,137528,3518276,150107.516908213,137745,37,
137627,63,137628,1586000,137630,3518756,150587.516908213,137846,32,
137727,67,137728,1586000,137729,3516488,148319.516908213,137952,33,
137828,50,137828,1586000,137830,3516248,148079.516908213,138050,35,
137929,56,137930,1586000,137932,3518580,150411.516908213,138168,42,
138028,51,138029,1586000,138031,3517700,149531.516908213,138268,52,
138129,68,138130,1586000,138132,3510468,142299.516908213,138353,40,
138229,84,138230,1586000,138230,3515596,147427.516908213,138451,42,
138332,71,138333,1586000,138334,3511544,143375.516908213,138553,37,
138430,70,138431,1586000,138432,3514036,145867.516908213,138654,35,
138531,56,138531,1586000,138533,3515408,147239.516908213,138755,43,
138632,64,138632,1586000,138634,3510348,142179.516908213,138863,33,
138732,71,138732,1586000,138733,3516276,148107.516908213,138943,38,
138833,56,138834,1586000,138836,3513076,144907.516908213,139052,24,
138933,66,138933,1586000,138934,3514052,145883.516908213,139162,32,
139033,38,139034,1586000,139035,3514996,146827.516908213,139264,48,
139141,53,139142,1586000,139143,3511152,142983.516908213,139375,33,
139237,87,139238,1586000,139239,3517060,148891.516908213,139460,37,
139340,0,139341,1586000,139343,3518052,149883.516908213,139562,28,
139438,64,139439,1586000,139441,3515936,147767.516908213,139661,34,
139538,42,139539,1586000,139540,3517652,149483.516908213,139791,45,
139639,55,139639,1586000,139641,3525016,156847.516908213,139856,43,
139739,87,139742,1586000,139743,3524888,156719.516908213,139964,48,
139839,0,139840,1586000,139841,3524704,156535.516908213,140058,36,
139940,79,139940,1586000,139941,3508912,140743.516908213,140211,43,
140041,55,140041,1586000,140042,3507780,139611.516908213,140258,49,
140141,73,140142,1586000,140144,3517892,149723.516908213,140359,32,
140241,79,140241,1586000,140244,3518636,150467.516908213,140472,35,
140342,56,140342,1586000,140343,3519828,151659.516908213,140583,37,
140445,58,140446,1586000,140447,3522248,154079.516908213,140684,47,
140548,52,140551,1586000,140553,3520796,152627.516908213,140774,39,
140646,75,140646,1586000,140653,3521540,153371.516908213,140871,50,
140746,67,140746,1586000,140747,3522416,154247.516908213,140972,30,
140846,87,140847,1586000,140847,3522608,154439.516908213,141071,49,
140949,0,140951,1586000,140952,3520464,152295.516908213,141172,34,
141048,57,141049,1586000,141050,3517308,149139.516908213,141266,35,
141149,57,141150,1586000,141153,3518396,150227.516908213,141369,25,
141248,63,141249,1586000,141250,3517804,149635.516908213,141481,27,
141349,43,141349,1586000,141350,3519516,151347.516908213,141557,49,
141450,47,141451,1586000,141452,3520936,152767.516908213,141690,41,
141550,84,141550,1586000,141551,3511172,143003.516908213,141787,47,
141651,67,141652,1586000,141655,3510116,141947.516908213,141859,33,
141752,77,141753,1586000,141754,3510564,142395.516908213,141959,37,
141852,47,141853,1586000,141853,3512288,144119.516908213,142097,45,
141953,63,141953,1586000,141954,3520880,152711.516908213,142174,41,
142054,72,142054,1586000,142056,3521376,153207.516908213,142276,38,
142154,63,142155,1586000,142157,3519492,151323.516908213,142375,25,
142254,63,142255,1586000,142256,3520484,152315.516908213,142486,29,
142355,46,142355,1378000,142356,3521724,153555.516908213,142583,50,
142456,57,142456,1274000,142458,3521896,153727.516908213,142677,41,
142557,87,142558,1586000,142559,3522312,154143.516908213,142774,37,
142657,0,142658,1586000,142659,3523288,155119.516908213,142878,25,
142757,58,142758,1586000,142759,3521760,153591.516908213,142978,39,
142858,40,142859,1586000,142860,3522504,154335.516908213,143077,25,
142958,72,142959,1586000,142960,3522752,154583.516908213,143178,37,
143058,43,143059,1586000,143060,3523496,155327.516908213,143293,38,
143159,67,143160,1586000,143161,3523748,155579.516908213,143367,40,
143262,56,143263,1586000,143265,3522336,154167.516908213,143501,47,
143359,64,143360,1586000,143361,3522772,154603.516908213,143567,47,
143461,78,143465,1586000,143467,3522896,154727.516908213,143670,41,
143560,75,143561,1586000,143561,3523376,155207.516908213,143784,43,
143663,72,143663,1586000,143664,3522148,153979.516908213,143881,31,
143763,66,143764,1586000,143766,3523240,155071.516908213,143988,38,
143864,52,143865,1586000,143866,3521512,153343.516908213,144036,47,
143966,63,143967,1586000,143968,3521512,153343.516908213,144136,31,
144017,80,144017,1586000,144020,3521512,153343.516908213,144235,32,
144117,53,144118,1586000,144119,3522468,154299.516908213,144338,27,
144217,59,144218,1586000,144219,3524440,156271.516908213,144441,39,
144318,38,144319,1586000,144320,3524936,156767.516908213,144537,38,
144419,61,144419,1586000,144420,3515700,147531.516908213,144638,26,
144519,71,144520,1586000,144521,3517916,149747.516908213,144744,31,
144619,49,144620,1586000,144621,3517504,149335.516908213,144840,24,
144721,57,144721,1274000,144724,3517508,149339.516908213,144953,32,
144821,42,144821,1586000,144822,3518996,150827.516908213,145048,46,
144921,54,144922,1274000,144927,3512484,144315.516908213,145147,45,
145021,87,145022,1586000,145023,3514652,146483.516908213,145256,50,
145121,0,145121,1586000,145122,3515524,147355.516908213,145345,35,
145226,76,145227,1586000,145237,3518016,149847.516908213,145478,46,
145325,57,145325,1586000,145326,3519008,150839.516908213,145556,51,
145426,68,145426,1586000,145429,3527180,159011.516908213,145652,48,
145534,77,145535,1586000,145537,3525080,156911.516908213,145750,39,
145626,87,145626,1586000,145627,3526576,158407.516908213,145852,72,
145728,0,145729,1586000,145731,3517768,149599.516908213,145951,56,
145828,87,145829,1586000,145830,3509864,141695.516908213,146049,28,
145929,60,145930,1586000,145931,3509628,141459.516908213,146157,52,
146029,0,146029,1586000,146030,3505944,137775.516908213,146247,35,
146129,87,146130,1586000,146131,3510416,142247.516908213,146349,33,
146229,0,146231,1586000,146232,3497980,129811.516908213,146448,31,
146330,87,146331,1586000,146332,3501660,133491.516908213,146578,68,
146430,0,146431,1586000,146432,3509108,140939.516908213,146658,63,
146532,87,146532,1586000,146536,3510504,142335.516908213,146758,35,
146631,69,146632,1586000,146633,3506888,138719.516908213,146872,47,
146732,0,146734,1586000,146735,3506920,138751.516908213,146942,48,
146843,87,146845,1586000,146848,3509068,140899.516908213,147051,38,
146932,79,146933,1586000,146933,3508540,140371.516908213,147178,45,
147033,0,147034,1586000,147035,3511576,143407.516908213,147258,35,
147139,62,147140,1586000,147143,3510952,142783.516908213,147369,60,
147234,87,147235,1586000,147237,3507324,139155.516908213,147441,42,
147334,80,147335,1586000,147336,3509032,140863.516908213,147562,31,
147435,0,147436,1586000,147436,3509092,140923.516908213,147667,43,
147539,49,147539,1482000,147542,3510196,142027.516908213,147772,32,
147638,87,147639,1586000,147640,3509980,141811.516908213,147868,31,
147737,68,147737,754000,147738,3508832,140663.516908213,147969,33,
147839,0,147839,1586000,147841,3507384,139215.516908213,148072,38,
147941,45,147945,1586000,147947,3508128,139959.516908213,148146,37,
148042,87,148044,1586000,148050,3509120,140951.516908213,148266,39,
148140,0,148140,1586000,148141,3507988,139819.516908213,148361,33,
148241,65,148242,1586000,148243,3509408,141239.516908213,148464,48,
148341,52,148341,1586000,148343,3509408,141239.516908213,148563,39,
148441,81,148442,1586000,148443,3506968,138799.516908213,148674,54,
148542,60,148542,1586000,148544,3506568,138399.516908213,148770,39,
148643,87,148644,1586000,148645,3508200,140031.516908213,148863,44,
148743,0,148744,1586000,148752,3508872,140703.516908213,148949,36,
148844,87,148844,1586000,148845,3509740,141571.516908213,149079,45,
148943,0,148943,1586000,148944,3509564,141395.516908213,149156,31,
149046,73,149051,1586000,149052,3500764,132595.516908213,149274,24,
149145,50,149145,1586000,149146,3503244,135075.516908213,149370,40,
149246,49,149246,1586000,149248,3503740,135571.516908213,149471,33,
149345,69,149346,1586000,149347,3503948,135779.516908213,149576,36,
149446,58,149447,1586000,149448,3503288,135119.516908213,149666,27,
149546,63,149547,1586000,149548,3503956,135787.516908213,149778,32,
149647,40,149648,1586000,149649,3501868,133699.516908213,149866,40,
149750,54,149751,1586000,149755,3502860,134691.516908213,149972,38,
149850,68,149851,1586000,149852,3502024,133855.516908213,150068,35,
149949,65,149950,1586000,149952,3501588,133419.516908213,150166,31,
150049,60,150049,1586000,150053,3495236,127067.516908213,150278,39,
150149,45,150150,1586000,150151,3493560,125391.516908213,150367,37,
150250,67,150252,1586000,150254,3502948,134779.516908213,150467,41,
150350,66,150351,1586000,150352,3504152,135983.516908213,150574,30,
150451,63,150451,1586000,150453,3504504,136335.516908213,150671,41,
150551,48,150552,1586000,150554,3506024,137855.516908213,150769,47,
150651,67,150652,1586000,150655,3506768,138599.516908213,150874,24,
150752,77,150752,1586000,150754,3505176,137007.516908213,150971,34,
150852,40,150853,1586000,150858,3504212,136043.516908213,151073,26,
150953,59,150953,1586000,150954,3504780,136611.516908213,151179,35,
151053,41,151053,1586000,151054,3505244,137075.516908213,151275,35,
151154,63,151156,1378000,151162,3503124,134955.516908213,151372,36,
151254,87,151255,1586000,151256,3494820,126651.516908213,151475,23,
151354,0,151355,1586000,151356,3495544,127375.516908213,151573,33,
151454,37,151455,1586000,151456,3497604,129435.516908213,151679,50,
151555,55,151555,1482000,151557,3505012,136843.516908213,151776,39,
151655,87,151656,1586000,151657,3505508,137339.516908213,151875,34,
151756,0,151756,1586000,151758,3507004,138835.516908213,151972,33,
151856,87,151856,1586000,151858,3506140,137971.516908213,152083,44,
151956,0,151957,1586000,151958,3506116,137947.516908213,152176,41,
152057,87,152057,1586000,152058,3506612,138443.516908213,152281,47,
152158,0,152158,1586000,152159,3506932,138763.516908213,152381,41,
152258,77,152259,1586000,152260,3507860,139691.516908213,152492,44,
152361,67,152362,1586000,152363,3506724,138555.516908213,152573,51,
152462,73,152462,1586000,152464,3527420,159251.516908213,152688,40,
152562,81,152563,1586000,152564,3531596,163427.516908213,152785,44,
152663,71,152664,1586000,152666,3530516,162347.516908213,152881,28,
152763,71,152764,1586000,152765,3524580,156411.516908213,152983,35,
152863,44,152864,1586000,152865,3525484,157315.516908213,153083,40,
152965,59,152965,1586000,152966,3534720,166551.516908213,153184,32,
153065,66,153066,1586000,153067,3535216,167047.516908213,153284,32,
153165,53,153166,1482000,153167,3535028,166859.516908213,153388,27,
